Iteration	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
37470	-115497	-115502	4.88783	0.070124	0.01849367	0.05163033	0.01849367
37480	-115497	-115502	4.89036	0.06978005	0.01836342	0.05141662	0.01836342
37490	-115498	-115503	4.87482	0.07179537	0.02066917	0.0511262	0.02066917
37500	-115497	-115502	4.88241	0.07070797	0.01834844	0.05235953	0.01834844
37510	-115497	-115502	4.8803	0.07116593	0.01924754	0.05191839	0.01924754
37520	-115497	-115502	4.88932	0.0690774	0.01672562	0.05235178	0.01672562
37530	-115497	-115502	4.88469	0.06927359	0.01633785	0.05293574	0.01633785
37540	-115498	-115503	4.89216	0.06894551	0.01700668	0.05193883	0.01700668
37550	-115499	-115504	4.86922	0.07216066	0.02178751	0.05037314	0.02178751
37560	-115498	-115503	4.87206	0.07217891	0.02025394	0.05192498	0.02025394
37570	-115497	-115502	4.87927	0.07131696	0.01952837	0.05178859	0.01952837
37580	-115500	-115504	4.86867	0.07040596	0.01585033	0.05455563	0.01585033
37590	-115497	-115502	4.88537	0.0704198	0.0185086	0.0519112	0.0185086
37600	-115498	-115503	4.89243	0.06925555	0.0176264	0.05162915	0.0176264
37610	-115498	-115503	4.87757	0.06794951	0.01451557	0.05343394	0.01451557
37620	-115497	-115502	4.88495	0.0695791	0.01675875	0.05282035	0.01675875
37630	-115498	-115502	4.87563	0.07172841	0.02046372	0.05126469	0.02046372
37640	-115500	-115505	4.85537	0.07315574	0.02333252	0.04982322	0.02333252
37650	-115498	-115503	4.8912	0.06867366	0.01647524	0.05219842	0.01647524
37660	-115497	-115502	4.87851	0.07085329	0.01771684	0.05313644	0.01771684
37670	-115499	-115504	4.86891	0.07254006	0.0203002	0.05223987	0.0203002
37680	-115502	-115507	4.89504	0.06677519	0.01505643	0.05171876	0.01505643
37690	-115498	-115502	4.88084	0.06855938	0.01523703	0.05332235	0.01523703
37700	-115497	-115502	4.88268	0.07037236	0.0176402	0.05273216	0.0176402
37710	-115498	-115503	4.8735	0.07201155	0.02021157	0.05179998	0.02021157
37720	-115497	-115502	4.88643	0.0703797	0.01889734	0.05148236	0.01889734
37730	-115497	-115502	4.88672	0.07024985	0.01847082	0.05177902	0.01847082
37740	-115497	-115502	4.89045	0.06882863	0.01656363	0.052265	0.01656363
37750	-115498	-115503	4.89395	0.06856265	0.01674945	0.05181319	0.01674945
37760	-115497	-115502	4.88886	0.06991613	0.01821201	0.05170412	0.01821201
37770	-115497	-115502	4.88285	0.07020651	0.01737213	0.05283438	0.01737213
37780	-115499	-115504	4.86673	0.06752655	0.01358506	0.05394149	0.01358506
37790	-115497	-115502	4.88048	0.07041842	0.01730879	0.05310963	0.01730879
37800	-115499	-115504	4.86456	0.07289205	0.02147753	0.05141453	0.02147753
37810	-115498	-115503	4.87575	0.07142115	0.01833525	0.0530859	0.01833525
37820	-115497	-115502	4.8867	0.07019974	0.01829716	0.05190258	0.01829716
37830	-115499	-115504	4.86489	0.07289072	0.02132462	0.05156611	0.02132462
37840	-115497	-115502	4.88272	0.06931596	0.01615075	0.05316521	0.01615075
37850	-115497	-115502	4.88688	0.07024709	0.01852922	0.05171787	0.01852922
37860	-115497	-115502	4.88513	0.0704779	0.01862175	0.05185616	0.01862175
37870	-115497	-115502	4.88631	0.07015169	0.01803883	0.05211285	0.01803883
37880	-115497	-115502	4.87979	0.07100244	0.01836436	0.05263807	0.01836436
37890	-115497	-115502	4.88439	0.06881306	0.01580556	0.0530075	0.01580556
37900	-115497	-115502	4.87943	0.07080964	0.01782211	0.05298753	0.01782211
37910	-115497	-115502	4.88712	0.06999845	0.01789074	0.05210771	0.01789074
37920	-115499	-115503	4.89519	0.06860478	0.0170379	0.05156687	0.0170379
37930	-115498	-115503	4.888	0.07021891	0.01930097	0.05091794	0.01930097
37940	-115499	-115504	4.876	0.06736801	0.01403162	0.05333639	0.01403162
37950	-115498	-115503	4.87547	0.07170315	0.0191895	0.05251365	0.0191895
37960	-115501	-115506	4.85049	0.07386752	0.02332886	0.05053866	0.02332886
37970	-115500	-115504	4.88445	0.06724421	0.0145246	0.05271961	0.0145246
37980	-115498	-115503	4.87046	0.07235159	0.02052406	0.05182753	0.02052406
37990	-115498	-115502	4.88699	0.0685474	0.01581701	0.05273038	0.01581701
38000	-115497	-115502	4.88429	0.06954731	0.0166233	0.052924	0.0166233
38010	-115497	-115502	4.88353	0.06963385	0.0166318	0.05300206	0.0166318
38020	-115497	-115502	4.88108	0.07089388	0.01846308	0.0524308	0.01846308
38030	-115500	-115505	4.85985	0.07346229	0.02144762	0.05201467	0.02144762
38040	-115498	-115503	4.88919	0.07006036	0.01921991	0.05084045	0.01921991
38050	-115497	-115502	4.88366	0.07065638	0.01864694	0.05200944	0.01864694
38060	-115497	-115502	4.88778	0.06954767	0.01716942	0.05237826	0.01716942
38070	-115498	-115503	4.87385	0.06822088	0.01444604	0.05377484	0.01444604
38080	-115497	-115502	4.88054	0.07012576	0.01687556	0.05325021	0.01687556
38090	-115497	-115502	4.87911	0.07018867	0.01676124	0.05342744	0.01676124
38100	-115497	-115502	4.88028	0.06984653	0.01647651	0.05337002	0.01647651
38110	-115498	-115503	4.87309	0.06926119	0.01518155	0.05407965	0.01518155
38120	-115498	-115503	4.87741	0.07040998	0.01682986	0.05358013	0.01682986
38130	-115497	-115502	4.88015	0.06929833	0.01585414	0.05344419	0.01585414
38140	-115498	-115503	4.8857	0.06836977	0.01551556	0.05285421	0.01551556
38150	-115497	-115502	4.88892	0.06942321	0.01717572	0.05224749	0.01717572
38160	-115497	-115502	4.88197	0.06923549	0.01598055	0.05325494	0.01598055
38170	-115499	-115504	4.86474	0.06920712	0.01453033	0.0546768	0.01453033
38180	-115497	-115502	4.88913	0.06942879	0.01722415	0.05220464	0.01722415
38190	-115497	-115502	4.88088	0.07112241	0.01949813	0.05162428	0.01949813
38200	-115497	-115502	4.88883	0.06993511	0.01825887	0.05167624	0.01825887
38210	-115500	-115505	4.85009	0.06856145	0.01330626	0.05525519	0.01330626
38220	-115498	-115503	4.87359	0.06849596	0.0146229	0.05387306	0.0146229
38230	-115500	-115505	4.86834	0.0710607	0.01654222	0.05451848	0.01654222
38240	-115497	-115502	4.88753	0.06922505	0.01665864	0.05256641	0.01665864
38250	-115498	-115502	4.87721	0.07155305	0.02028969	0.05126336	0.02028969
38260	-115499	-115504	4.86679	0.07237129	0.02204218	0.05032912	0.02204218
38270	-115497	-115502	4.88213	0.07005416	0.01700953	0.05304463	0.01700953
38280	-115497	-115502	4.88055	0.07114167	0.01928426	0.05185741	0.01928426
38290	-115497	-115502	4.88226	0.06933567	0.01611987	0.0532158	0.01611987
38300	-115499	-115504	4.8584	0.06759166	0.01319277	0.05439889	0.01319277
38310	-115500	-115505	4.8821	0.06705569	0.01423429	0.0528214	0.01423429
38320	-115500	-115505	4.88993	0.06722461	0.01494697	0.05227764	0.01494697
38330	-115498	-115503	4.87789	0.0707944	0.01749196	0.05330244	0.01749196
38340	-115498	-115503	4.87658	0.07037701	0.01667576	0.05370124	0.01667576
38350	-115498	-115503	4.87097	0.06889289	0.0147286	0.05416429	0.0147286
38360	-115498	-115503	4.89268	0.06880569	0.01688608	0.05191961	0.01688608
38370	-115498	-115503	4.87435	0.06859822	0.01475276	0.05384547	0.01475276
38380	-115499	-115504	4.86176	0.06754362	0.01333385	0.05420978	0.01333385
38390	-115497	-115502	4.88057	0.06958632	0.01620583	0.05338048	0.01620583
38400	-115497	-115502	4.8787	0.07137321	0.01941331	0.0519599	0.01941331
38410	-115497	-115502	4.88513	0.0690061	0.0160881	0.052918	0.0160881
38420	-115497	-115502	4.88735	0.06915858	0.01654608	0.05261249	0.01654608
38430	-115497	-115502	4.88395	0.07015987	0.01749897	0.0526609	0.01749897
38440	-115498	-115502	4.87712	0.06955179	0.01580486	0.05374694	0.01580486
38450	-115497	-115502	4.88224	0.06999097	0.01693383	0.05305714	0.01693383
38460	-115497	-115502	4.88691	0.07002454	0.01789642	0.05212812	0.01789642
38470	-115498	-115503	4.89132	0.06877321	0.01662078	0.05215243	0.01662078
38480	-115497	-115502	4.88238	0.07061791	0.01810175	0.05251616	0.01810175
38490	-115498	-115502	4.87855	0.06855883	0.01504547	0.05351336	0.01504547
38500	-115497	-115502	4.88367	0.07054034	0.01827624	0.0522641	0.01827624
38510	-115497	-115502	4.88659	0.0702599	0.01844957	0.05181034	0.01844957
38520	-115499	-115504	4.86136	0.06781167	0.01345814	0.05435353	0.01345814
38530	-115497	-115502	4.88997	0.06936901	0.01728618	0.05208284	0.01728618
38540	-115499	-115504	4.87222	0.07055058	0.01636877	0.05418181	0.01636877
38550	-115497	-115502	4.88294	0.07040467	0.01776205	0.05264262	0.01776205
38560	-115497	-115502	4.87917	0.07040743	0.01708041	0.05332702	0.01708041
38570	-115497	-115502	4.8868	0.06874082	0.01599423	0.05274658	0.01599423
38580	-115499	-115503	4.86662	0.07263558	0.02147395	0.05116163	0.02147395
38590	-115497	-115502	4.88466	0.07009669	0.01752641	0.05257028	0.01752641
38600	-115497	-115502	4.88586	0.0693792	0.01662261	0.05275658	0.01662261
38610	-115497	-115502	4.88328	0.0700819	0.01724158	0.05284033	0.01724158
38620	-115497	-115502	4.8875	0.06984558	0.01765404	0.05219154	0.01765404
38630	-115498	-115503	4.87673	0.06778791	0.01434767	0.05344024	0.01434767
38640	-115497	-115502	4.88395	0.06996291	0.01716471	0.0527982	0.01716471
38650	-115497	-115502	4.87716	0.07158103	0.01985482	0.05172621	0.01985482
38660	-115498	-115503	4.89194	0.06956127	0.01828723	0.05127404	0.01828723
38670	-115498	-115503	4.87676	0.0683321	0.01473186	0.05360024	0.01473186
38680	-115497	-115502	4.88532	0.07054858	0.01913231	0.05141627	0.01913231
38690	-115499	-115504	4.89316	0.06799505	0.01595471	0.05204034	0.01595471
38700	-115499	-115504	4.86604	0.06897287	0.01444957	0.0545233	0.01444957
38710	-115498	-115503	4.87787	0.07074172	0.01739967	0.05334205	0.01739967
38720	-115498	-115502	4.88644	0.068485	0.01569803	0.05278696	0.01569803
38730	-115499	-115504	4.87953	0.07111939	0.02081983	0.05029956	0.02081983
38740	-115497	-115502	4.89084	0.06934422	0.01742512	0.05191911	0.01742512
38750	-115497	-115502	4.88459	0.07028284	0.01788909	0.05239376	0.01788909
38760	-115497	-115502	4.88951	0.06908622	0.0167669	0.05231932	0.0167669
38770	-115497	-115502	4.88142	0.07101754	0.01913183	0.05188571	0.01913183
38780	-115500	-115504	4.85188	0.067496	0.01284342	0.05465258	0.01284342
38790	-115497	-115502	4.87929	0.07129921	0.0193693	0.05192991	0.0193693
38800	-115498	-115503	4.87295	0.07198796	0.02088907	0.05109889	0.02088907
38810	-115498	-115503	4.87026	0.0722898	0.0210566	0.05123321	0.0210566
38820	-115498	-115503	4.89316	0.06854263	0.01659542	0.05194721	0.01659542
38830	-115499	-115504	4.86548	0.07276243	0.02153006	0.05123236	0.02153006
38840	-115497	-115502	4.87935	0.07131618	0.01969892	0.05161726	0.01969892
38850	-115497	-115502	4.88934	0.06936317	0.01715457	0.0522086	0.01715457
38860	-115499	-115503	4.87596	0.06765457	0.01420934	0.05344523	0.01420934
38870	-115497	-115502	4.88809	0.06995168	0.01805414	0.05189753	0.01805414
38880	-115498	-115503	4.88934	0.06833412	0.01586054	0.05247358	0.01586054
38890	-115497	-115502	4.88004	0.06958151	0.01614067	0.05344084	0.01614067
38900	-115499	-115504	4.87615	0.07145665	0.02118455	0.0502721	0.02118455
38910	-115498	-115503	4.87049	0.07235688	0.02038969	0.05196719	0.02038969
38920	-115498	-115503	4.88564	0.06817199	0.01533468	0.05283731	0.01533468
38930	-115499	-115503	4.86763	0.0678248	0.01380635	0.05401845	0.01380635
38940	-115497	-115502	4.88674	0.07003574	0.01787852	0.05215722	0.01787852
38950	-115498	-115503	4.87281	0.07206785	0.02053902	0.05152883	0.02053902
38960	-115497	-115502	4.88094	0.07063455	0.01779025	0.05284429	0.01779025
38970	-115498	-115503	4.87542	0.07173012	0.01930355	0.05242657	0.01930355
38980	-115498	-115503	4.89285	0.06881055	0.01692376	0.05188679	0.01692376
38990	-115497	-115502	4.88027	0.06894292	0.01552408	0.05341884	0.01552408
39000	-115497	-115502	4.88287	0.07087899	0.01949116	0.05138784	0.01949116
39010	-115497	-115502	4.88384	0.07073044	0.01914182	0.05158862	0.01914182
39020	-115498	-115503	4.8772	0.07088375	0.01752599	0.05335776	0.01752599
39030	-115497	-115502	4.88028	0.07119012	0.01945034	0.05173979	0.01945034
39040	-115497	-115502	4.88393	0.06921401	0.0161771	0.05303691	0.0161771
39050	-115497	-115502	4.88126	0.06859201	0.01530147	0.05329054	0.01530147
39060	-115497	-115502	4.88226	0.07070678	0.01829757	0.05240921	0.01829757
39070	-115499	-115504	4.86623	0.07234414	0.02222471	0.05011944	0.02222471
39080	-115498	-115503	4.87135	0.07224992	0.02046767	0.05178225	0.02046767
39090	-115497	-115502	4.88636	0.0695659	0.01695579	0.05261011	0.01695579
39100	-115497	-115502	4.88791	0.07009069	0.01841025	0.05168044	0.01841025
39110	-115498	-115503	4.89324	0.06866056	0.01677	0.05189055	0.01677
39120	-115497	-115502	4.88662	0.07029017	0.01857874	0.05171143	0.01857874
39130	-115497	-115502	4.88257	0.06990141	0.01685634	0.05304507	0.01685634
39140	-115497	-115502	4.87864	0.06905306	0.01547474	0.05357831	0.01547474
39150	-115497	-115502	4.88435	0.07069351	0.01954941	0.0511441	0.01954941
39160	-115498	-115503	4.88935	0.07003272	0.01910076	0.05093196	0.01910076
39170	-115498	-115503	4.87414	0.0719293	0.01975567	0.05217363	0.01975567
39180	-115497	-115502	4.8898	0.06954144	0.01757293	0.05196851	0.01757293
39190	-115497	-115502	4.88634	0.06969192	0.0171454	0.05254652	0.0171454
39200	-115499	-115503	4.87222	0.07016149	0.01594174	0.05421975	0.01594174
39210	-115497	-115502	4.8794	0.07034997	0.01702976	0.05332021	0.01702976
39220	-115499	-115504	4.86837	0.06962192	0.01510966	0.05451226	0.01510966
39230	-115497	-115502	4.88259	0.07082541	0.01883639	0.05198902	0.01883639
39240	-115497	-115502	4.88966	0.06917255	0.01691497	0.05225758	0.01691497
39250	-115499	-115503	4.87251	0.0720204	0.01917226	0.05284814	0.01917226
39260	-115497	-115502	4.88088	0.06999784	0.0167478	0.05325004	0.0167478
39270	-115497	-115502	4.89023	0.06908779	0.01688536	0.05220243	0.01688536
39280	-115497	-115502	4.88548	0.07044568	0.01865615	0.05178953	0.01865615
39290	-115498	-115503	4.8861	0.06807575	0.01529424	0.05278151	0.01529424
39300	-115497	-115502	4.88291	0.07070586	0.01851738	0.05218848	0.01851738
39310	-115499	-115504	4.89281	0.06955987	0.01893651	0.05062337	0.01893651
39320	-115497	-115502	4.88682	0.06894344	0.01621917	0.05272427	0.01621917
39330	-115500	-115505	4.89037	0.06720703	0.01497114	0.05223589	0.01497114
39340	-115497	-115502	4.88175	0.07084511	0.01854523	0.05229987	0.01854523
39350	-115497	-115502	4.88474	0.07059553	0.01895766	0.05163787	0.01895766
39360	-115497	-115502	4.88206	0.07023577	0.01728154	0.05295422	0.01728154
39370	-115497	-115502	4.88138	0.07003528	0.01687027	0.05316501	0.01687027
39380	-115498	-115503	4.87214	0.07203937	0.02109006	0.0509493	0.02109006
39390	-115497	-115502	4.88712	0.07020569	0.01848292	0.05172277	0.01848292
39400	-115497	-115502	4.88383	0.06985621	0.01698231	0.0528739	0.01698231
39410	-115497	-115502	4.87993	0.06892466	0.01547581	0.05344886	0.01547581
39420	-115498	-115503	4.87606	0.06914761	0.01533087	0.05381674	0.01533087
39430	-115498	-115503	4.87749	0.07064592	0.01718283	0.05346309	0.01718283
39440	-115497	-115502	4.8759	0.07173229	0.01992544	0.05180685	0.01992544
39450	-115501	-115506	4.86641	0.071996	0.02264897	0.04934703	0.02264897
39460	-115499	-115504	4.8812	0.06750031	0.01446378	0.05303653	0.01446378
39470	-115497	-115502	4.88593	0.06983976	0.0173166	0.05252317	0.0173166
39480	-115498	-115503	4.87614	0.07157061	0.02087815	0.05069247	0.02087815
39490	-115497	-115502	4.87655	0.07162229	0.01943233	0.05218996	0.01943233
39500	-115497	-115502	4.88377	0.07048673	0.01815921	0.05232753	0.01815921
39510	-115497	-115502	4.88873	0.06962274	0.01748908	0.05213366	0.01748908
39520	-115499	-115504	4.85407	0.06791538	0.01315289	0.05476249	0.01315289
39530	-115497	-115502	4.88438	0.07008373	0.01744597	0.05263776	0.01744597
39540	-115498	-115503	4.88322	0.07080029	0.02007801	0.05072228	0.02007801
39550	-115497	-115502	4.88003	0.07114816	0.01896487	0.05218329	0.01896487
39560	-115497	-115502	4.8898	0.06937234	0.01725874	0.0521136	0.01725874
39570	-115501	-115506	4.84723	0.07374112	0.02407227	0.04966884	0.02407227
39580	-115497	-115502	4.88921	0.06975304	0.01788456	0.05186847	0.01788456
39590	-115497	-115502	4.88265	0.07062909	0.01820651	0.05242258	0.01820651
39600	-115499	-115504	4.89412	0.06928884	0.0183096	0.05097924	0.0183096
39610	-115500	-115504	4.887	0.07025045	0.02015896	0.05009149	0.02015896
39620	-115497	-115502	4.88484	0.06983624	0.01711618	0.05272006	0.01711618
39630	-115497	-115502	4.87926	0.07115447	0.01865363	0.05250084	0.01865363
39640	-115497	-115502	4.88194	0.07099777	0.01967751	0.05132026	0.01967751
39650	-115497	-115502	4.88354	0.07047029	0.01805339	0.0524169	0.01805339
39660	-115497	-115502	4.8852	0.06987782	0.01724604	0.05263179	0.01724604
39670	-115502	-115507	4.86262	0.07085469	0.01574946	0.05510523	0.01574946
39680	-115498	-115503	4.87486	0.07184534	0.01973421	0.05211113	0.01973421
39690	-115497	-115502	4.87838	0.07128234	0.01876188	0.05252046	0.01876188
39700	-115497	-115502	4.88283	0.06929444	0.01613975	0.0531547	0.01613975
39710	-115499	-115504	4.87029	0.07206814	0.02166923	0.05039891	0.02166923
39720	-115497	-115502	4.88752	0.06980209	0.01757157	0.05223053	0.01757157
39730	-115498	-115503	4.88857	0.07013451	0.01910234	0.05103217	0.01910234
39740	-115499	-115503	4.86703	0.07266971	0.02114596	0.05152375	0.02114596
39750	-115498	-115503	4.87593	0.07166218	0.0206218	0.05104038	0.0206218
39760	-115503	-115508	4.84015	0.06936746	0.0132787	0.05608876	0.0132787
39770	-115498	-115503	4.87309	0.06926015	0.01518036	0.05407979	0.01518036
39780	-115499	-115504	4.87113	0.07026186	0.01593865	0.05432321	0.01593865
39790	-115497	-115502	4.87804	0.06908757	0.01545121	0.05363636	0.01545121
39800	-115497	-115502	4.8785	0.06892444	0.01534787	0.05357657	0.01534787
39810	-115497	-115502	4.89097	0.06952449	0.01783803	0.05168646	0.01783803
39820	-115498	-115503	4.86935	0.07242329	0.02096484	0.05145846	0.02096484
39830	-115497	-115502	4.88066	0.06895734	0.01557367	0.05338366	0.01557367
39840	-115499	-115504	4.89407	0.06803146	0.01610769	0.05192377	0.01610769
39850	-115498	-115503	4.87616	0.06863197	0.01491403	0.05371795	0.01491403
39860	-115497	-115502	4.88139	0.07073595	0.01812437	0.05261158	0.01812437
39870	-115497	-115502	4.88777	0.07011861	0.01845013	0.05166849	0.01845013
39880	-115498	-115503	4.8724	0.07214153	0.02008857	0.05205297	0.02008857
39890	-115497	-115502	4.89148	0.06930438	0.01749252	0.05181186	0.01749252
39900	-115499	-115504	4.87506	0.06713619	0.01383602	0.05330017	0.01383602
39910	-115497	-115502	4.88639	0.06883024	0.01604335	0.05278689	0.01604335
39920	-115497	-115502	4.88553	0.07041953	0.01857819	0.05184133	0.01857819
39930	-115497	-115502	4.88461	0.07038266	0.01813465	0.05224801	0.01813465
39940	-115497	-115502	4.88703	0.07025528	0.0186368	0.05161847	0.0186368
39950	-115498	-115503	4.89045	0.06853978	0.01621348	0.0523263	0.01621348
39960	-115497	-115502	4.88309	0.06943196	0.01632618	0.05310577	0.01632618
39970	-115498	-115502	4.88208	0.06845547	0.01525687	0.0531986	0.01525687
39980	-115498	-115503	4.87583	0.07161059	0.01894896	0.05266162	0.01894896
39990	-115499	-115504	4.86091	0.06827055	0.01369492	0.05457563	0.01369492
40000	-115497	-115502	4.88978	0.06876541	0.01639095	0.05237445	0.01639095
40010	-115498	-115503	4.89281	0.06944736	0.01827165	0.05117571	0.01827165
40020	-115497	-115502	4.88247	0.07080774	0.0187048	0.05210294	0.0187048
40030	-115499	-115504	4.8732	0.0676131	0.01400836	0.05360474	0.01400836
40040	-115503	-115507	4.80262	0.0662667	0.01071657	0.05555012	0.01071657
40050	-115498	-115503	4.89474	0.06851494	0.01681563	0.05169931	0.01681563
40060	-115501	-115506	4.84371	0.06872296	0.01309389	0.05562907	0.01309389
40070	-115498	-115503	4.89175	0.06964275	0.01851858	0.05112417	0.01851858
40080	-115499	-115504	4.8685	0.06767271	0.01376673	0.05390598	0.01376673
40090	-115498	-115503	4.8944	0.06849864	0.01673437	0.05176427	0.01673437
40100	-115498	-115502	4.87472	0.07187183	0.01999937	0.05187247	0.01999937
40110	-115497	-115502	4.88605	0.07038804	0.01870339	0.05168465	0.01870339
40120	-115498	-115503	4.87191	0.06932542	0.01514089	0.05418452	0.01514089
40130	-115497	-115502	4.8805	0.07116005	0.01939762	0.05176243	0.01939762
40140	-115498	-115503	4.86773	0.06832905	0.01412371	0.05420534	0.01412371
40150	-115497	-115502	4.88216	0.07072502	0.01831802	0.052407	0.01831802
40160	-115497	-115502	4.87913	0.07132939	0.02011683	0.05121256	0.02011683
40170	-115497	-115502	4.88569	0.07024641	0.01810059	0.05214582	0.01810059
40180	-115497	-115502	4.8841	0.07070279	0.01917434	0.05152845	0.01917434
40190	-115497	-115502	4.88094	0.07023323	0.01709173	0.0531415	0.01709173
40200	-115498	-115503	4.87288	0.07202155	0.01937249	0.05264906	0.01937249
40210	-115497	-115502	4.89068	0.06950047	0.01770206	0.05179841	0.01770206
40220	-115497	-115502	4.88294	0.06915015	0.01599673	0.05315342	0.01599673
40230	-115498	-115503	4.86793	0.06876418	0.01442758	0.0543366	0.01442758
40240	-115499	-115504	4.86141	0.0686942	0.0139801	0.05471409	0.0139801
40250	-115497	-115502	4.88103	0.06933793	0.01598715	0.05335078	0.01598715
40260	-115497	-115502	4.88451	0.07067218	0.01957933	0.05109285	0.01957933
40270	-115497	-115502	4.88207	0.07094707	0.01916968	0.05177739	0.01916968
40280	-115497	-115502	4.88063	0.07042391	0.01734407	0.05307984	0.01734407
40290	-115499	-115504	4.87402	0.06760587	0.01405464	0.05355123	0.01405464
40300	-115499	-115503	4.86657	0.06788635	0.01378247	0.05410388	0.01378247
40310	-115498	-115503	4.88095	0.06825249	0.01499536	0.05325713	0.01499536
40320	-115499	-115504	4.87087	0.07043845	0.01609974	0.0543387	0.01609974
40330	-115498	-115503	4.87463	0.06839235	0.01462138	0.05377097	0.01462138
40340	-115499	-115504	4.87372	0.07127663	0.01760163	0.053675	0.01760163
40350	-115498	-115503	4.88295	0.06825466	0.01516496	0.05308971	0.01516496
40360	-115499	-115504	4.89549	0.06864115	0.0171588	0.05148234	0.0171588
40370	-115498	-115503	4.87201	0.07205973	0.02107615	0.05098357	0.02107615
40380	-115499	-115504	4.8622	0.06816069	0.013701	0.05445969	0.013701
40390	-115498	-115503	4.87354	0.07200896	0.01999272	0.05201625	0.01999272
40400	-115497	-115502	4.88305	0.0704806	0.01795116	0.05252944	0.01795116
40410	-115498	-115502	4.87566	0.07172117	0.01941709	0.05230409	0.01941709
40420	-115499	-115503	4.88723	0.07029612	0.01978056	0.05051556	0.01978056
40430	-115497	-115502	4.87925	0.06970303	0.01618662	0.05351641	0.01618662
40440	-115497	-115502	4.88756	0.06965736	0.01731325	0.05234411	0.01731325
40450	-115497	-115502	4.8852	0.0688108	0.0158903	0.0529205	0.0158903
40460	-115497	-115502	4.88363	0.06968277	0.01670974	0.05297304	0.01670974
40470	-115502	-115507	4.81993	0.06729962	0.01156676	0.05573286	0.01156676
40480	-115499	-115503	4.8741	0.07139301	0.01789239	0.05350061	0.01789239
40490	-115497	-115502	4.88517	0.06950775	0.01669437	0.05281338	0.01669437
40500	-115498	-115503	4.87405	0.07194905	0.01993504	0.052014	0.01993504
40510	-115497	-115502	4.88415	0.06864063	0.01561512	0.05302551	0.01561512
40520	-115497	-115502	4.88139	0.07015628	0.0170471	0.05310918	0.0170471
40530	-115498	-115502	4.87738	0.06902176	0.01533528	0.05368648	0.01533528
40540	-115497	-115502	4.88508	0.06960914	0.01681931	0.05278983	0.01681931
40550	-115500	-115505	4.8501	0.06812337	0.01307449	0.05504888	0.01307449
40560	-115497	-115502	4.88254	0.07091973	0.0197671	0.05115262	0.0197671
40570	-115499	-115504	4.86768	0.0722313	0.0220636	0.0501677	0.0220636
40580	-115497	-115502	4.88029	0.07115703	0.01918086	0.05197617	0.01918086
40590	-115497	-115502	4.88127	0.07096496	0.01878514	0.05217982	0.01878514
40600	-115498	-115503	4.89356	0.06901563	0.01741558	0.05160005	0.01741558
40610	-115497	-115502	4.88763	0.06910448	0.01651589	0.05258859	0.01651589
40620	-115498	-115503	4.88464	0.07062402	0.01997465	0.05064937	0.01997465
40630	-115497	-115502	4.87964	0.07071414	0.01767633	0.05303782	0.01767633
40640	-115497	-115502	4.88298	0.06957272	0.01648177	0.05309095	0.01648177
40650	-115498	-115503	4.87304	0.07206145	0.01987376	0.05218768	0.01987376
40660	-115497	-115502	4.88249	0.07051813	0.01789877	0.05261936	0.01789877
40670	-115497	-115502	4.88237	0.07081976	0.01870511	0.05211465	0.01870511
40680	-115497	-115502	4.88736	0.0691391	0.01652358	0.05261552	0.01652358
40690	-115497	-115502	4.88612	0.06939489	0.01668074	0.05271415	0.01668074
40700	-115497	-115502	4.87968	0.06954859	0.01606497	0.05348362	0.01606497
40710	-115498	-115503	4.88362	0.07073518	0.0201361	0.05059908	0.0201361
40720	-115498	-115503	4.89193	0.06945052	0.01794578	0.05150474	0.01794578
40730	-115497	-115502	4.88071	0.07112807	0.01933044	0.05179764	0.01933044
40740	-115497	-115502	4.88351	0.0700521	0.01723324	0.05281886	0.01723324
40750	-115499	-115503	4.87773	0.07131847	0.02097139	0.05034709	0.02097139
40760	-115498	-115503	4.8703	0.0722451	0.02120229	0.05104281	0.02120229
40770	-115497	-115502	4.87828	0.07136155	0.01904118	0.05232038	0.01904118
40780	-115498	-115503	4.87261	0.07209706	0.02048903	0.05160803	0.02048903
40790	-115499	-115504	4.89451	0.0678761	0.0159954	0.0518807	0.0159954
40800	-115497	-115502	4.8827	0.06992077	0.01690267	0.0530181	0.01690267
40810	-115497	-115502	4.88573	0.06973079	0.0171021	0.05262869	0.0171021
40820	-115501	-115506	4.84732	0.07388333	0.02390281	0.04998052	0.02390281
40830	-115498	-115503	4.87258	0.0687263	0.01471986	0.05400644	0.01471986
40840	-115497	-115502	4.87884	0.07120811	0.01867877	0.05252934	0.01867877
40850	-115501	-115506	4.89813	0.06878557	0.01857512	0.05021045	0.01857512
40860	-115498	-115503	4.88807	0.07020815	0.01945424	0.05075391	0.01945424
40870	-115497	-115502	4.88333	0.0695464	0.01649483	0.05305157	0.01649483
40880	-115497	-115502	4.88618	0.07019912	0.01812195	0.05207717	0.01812195
40890	-115497	-115502	4.88128	0.07058329	0.01776135	0.05282194	0.01776135
40900	-115498	-115503	4.87498	0.06833696	0.01460618	0.05373078	0.01460618
40910	-115497	-115502	4.89039	0.06971002	0.01814707	0.05156295	0.01814707
40920	-115498	-115503	4.88052	0.07113731	0.02021351	0.0509238	0.02021351
40930	-115498	-115503	4.87195	0.07219231	0.02024893	0.05194338	0.02024893
40940	-115497	-115502	4.88746	0.06926292	0.0166985	0.05256442	0.0166985
40950	-115497	-115502	4.87731	0.07156372	0.01986829	0.05169543	0.01986829
