Iteration	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
6290	-115500	-115505	4.86673	0.07274747	0.01981292	0.05293455	0.01981292
6300	-115497	-115502	4.87664	0.07162938	0.02023362	0.05139576	0.02023362
6310	-115497	-115502	4.87667	0.07163998	0.0198872	0.05175278	0.0198872
6320	-115498	-115502	4.87811	0.06876438	0.0151775	0.05358688	0.0151775
6330	-115497	-115502	4.87878	0.06973408	0.01616949	0.05356459	0.01616949
6340	-115497	-115502	4.87958	0.0694477	0.01594875	0.05349895	0.01594875
6350	-115498	-115503	4.87546	0.07171126	0.02067909	0.05103216	0.02067909
6360	-115497	-115502	4.88703	0.06967233	0.01723785	0.05243448	0.01723785
6370	-115497	-115502	4.88531	0.06952128	0.01673305	0.05278824	0.01673305
6380	-115498	-115503	4.87447	0.06802262	0.01435291	0.05366971	0.01435291
6390	-115497	-115502	4.88427	0.0702586	0.01776093	0.05249767	0.01776093
6400	-115500	-115504	4.87489	0.06707536	0.01379047	0.05328489	0.01379047
6410	-115498	-115502	4.88186	0.06842092	0.01520909	0.05321183	0.01520909
6420	-115497	-115502	4.8784	0.06919489	0.01558341	0.05361148	0.01558341
6430	-115497	-115502	4.88024	0.07103443	0.01861221	0.05242222	0.01861221
6440	-115498	-115503	4.88705	0.06826234	0.01554998	0.05271235	0.01554998
6450	-115499	-115504	4.86844	0.07258903	0.02010893	0.05248009	0.02010893
6460	-115497	-115502	4.87945	0.07000762	0.01657116	0.05343647	0.01657116
6470	-115500	-115504	4.8701	0.07220199	0.0189056	0.0532964	0.0189056
6480	-115497	-115502	4.88168	0.0706856	0.01807992	0.05260567	0.01807992
6490	-115498	-115503	4.88383	0.06795286	0.01499589	0.05295697	0.01499589
6500	-115497	-115502	4.88231	0.07092593	0.01922689	0.05169904	0.01922689
6510	-115497	-115502	4.88499	0.06875353	0.01580933	0.05294421	0.01580933
6520	-115498	-115502	4.87866	0.06856055	0.01505524	0.05350531	0.01505524
6530	-115497	-115502	4.88309	0.07065073	0.0184059	0.05224483	0.0184059
6540	-115497	-115502	4.8841	0.07026522	0.0177342	0.05253102	0.0177342
6550	-115497	-115502	4.88537	0.0705574	0.01930237	0.05125503	0.01930237
6560	-115498	-115503	4.87191	0.07214975	0.0207317	0.05141805	0.0207317
6570	-115500	-115505	4.89364	0.06944958	0.01903862	0.05041096	0.01903862
6580	-115497	-115502	4.88332	0.07058428	0.01828726	0.05229702	0.01828726
6590	-115498	-115503	4.87417	0.06938016	0.01537414	0.05400602	0.01537414
6600	-115499	-115503	4.87099	0.0698025	0.01548002	0.05432249	0.01548002
6610	-115499	-115504	4.89515	0.06912737	0.01820477	0.0509226	0.01820477
6620	-115499	-115504	4.86559	0.06931137	0.01466389	0.05464749	0.01466389
6630	-115497	-115502	4.88541	0.0694296	0.01662538	0.05280422	0.01662538
6640	-115498	-115502	4.87832	0.07094615	0.01786246	0.05308369	0.01786246
6650	-115498	-115503	4.87426	0.06811465	0.01440081	0.05371383	0.01440081
6660	-115497	-115502	4.88092	0.06935015	0.0159882	0.05336195	0.0159882
6670	-115497	-115502	4.87779	0.0713972	0.01895736	0.05243984	0.01895736
6680	-115497	-115502	4.88247	0.07043986	0.01772996	0.0527099	0.01772996
6690	-115498	-115503	4.8815	0.06777604	0.01467854	0.0530975	0.01467854
6700	-115498	-115503	4.89093	0.06824892	0.01595443	0.05229448	0.01595443
6710	-115497	-115502	4.88029	0.071198	0.01958919	0.05160882	0.01958919
6720	-115497	-115502	4.8912	0.06939371	0.01760535	0.05178837	0.01760535
6730	-115497	-115502	4.87889	0.07050761	0.01718909	0.05331852	0.01718909
6740	-115497	-115502	4.88664	0.06963955	0.01711551	0.05252404	0.01711551
6750	-115501	-115506	4.85308	0.07329381	0.02357861	0.0497152	0.02357861
6760	-115497	-115502	4.88028	0.0711345	0.0190403	0.0520942	0.0190403
6770	-115499	-115503	4.86988	0.07242866	0.02013254	0.05229612	0.02013254
6780	-115499	-115504	4.8647	0.07283908	0.02159905	0.05124003	0.02159905
6790	-115499	-115504	4.86957	0.07201664	0.02195625	0.05006039	0.02195625
6800	-115498	-115503	4.87531	0.06837191	0.01465525	0.05371665	0.01465525
6810	-115497	-115502	4.87897	0.07070278	0.01752645	0.05317633	0.01752645
6820	-115497	-115502	4.88333	0.07081719	0.01940511	0.05141208	0.01940511
6830	-115497	-115502	4.88176	0.07100447	0.0193484	0.05165606	0.0193484
6840	-115498	-115503	4.8856	0.07053261	0.01954812	0.05098449	0.01954812
6850	-115497	-115502	4.88678	0.07014994	0.01817641	0.05197353	0.01817641
6860	-115497	-115502	4.87877	0.0707273	0.01753361	0.05319369	0.01753361
6870	-115497	-115502	4.8879	0.06872696	0.0161077	0.05261926	0.0161077
6880	-115499	-115504	4.86417	0.07276047	0.02198347	0.05077699	0.02198347
6890	-115501	-115506	4.84453	0.06850704	0.01301877	0.05548827	0.01301877
6900	-115497	-115502	4.88151	0.07038378	0.0174334	0.05295038	0.0174334
6910	-115498	-115502	4.87756	0.06956217	0.01585885	0.05370332	0.01585885
6920	-115499	-115504	4.86001	0.06891395	0.01403854	0.05487541	0.01403854
6930	-115497	-115502	4.88744	0.06945097	0.01696086	0.05249011	0.01696086
6940	-115497	-115502	4.88764	0.06955858	0.01716332	0.05239526	0.01716332
6950	-115499	-115503	4.87411	0.06762625	0.01407311	0.05355313	0.01407311
6960	-115497	-115502	4.87912	0.06937538	0.01582689	0.05354849	0.01582689
6970	-115497	-115502	4.88281	0.07048126	0.01789331	0.05258795	0.01789331
6980	-115498	-115503	4.87544	0.07173764	0.0205527	0.05118495	0.0205527
6990	-115500	-115505	4.85588	0.07330777	0.02303734	0.05027043	0.02303734
7000	-115497	-115502	4.89068	0.06946776	0.01763404	0.05183372	0.01763404
7010	-115497	-115502	4.88078	0.06991837	0.01663024	0.05328813	0.01663024
7020	-115499	-115504	4.86229	0.0682706	0.01377068	0.05449993	0.01377068
7030	-115498	-115503	4.87625	0.07135442	0.01829914	0.05305528	0.01829914
7040	-115497	-115502	4.88168	0.07093389	0.01884798	0.05208591	0.01884798
7050	-115499	-115504	4.87128	0.07104517	0.01687833	0.05416684	0.01687833
7060	-115498	-115503	4.86987	0.0723315	0.02108845	0.05124305	0.02108845
7070	-115497	-115502	4.88241	0.07043123	0.01769894	0.05273229	0.01769894
7080	-115497	-115502	4.87781	0.07150389	0.01982797	0.05167592	0.01982797
7090	-115497	-115502	4.87944	0.07116131	0.01874746	0.05241385	0.01874746
7100	-115498	-115503	4.87387	0.06971162	0.01565217	0.05405945	0.01565217
7110	-115500	-115505	4.8557	0.06686644	0.01271664	0.0541498	0.01271664
7120	-115497	-115502	4.88112	0.07065761	0.01787977	0.05277784	0.01787977
7130	-115499	-115504	4.8645	0.07276924	0.0218641	0.05090514	0.0218641
7140	-115498	-115503	4.87462	0.07177971	0.01910785	0.05267186	0.01910785
7150	-115498	-115502	4.87869	0.06867448	0.01515152	0.05352296	0.01515152
7160	-115498	-115502	4.88057	0.0711495	0.02007511	0.05107439	0.02007511
7170	-115497	-115502	4.88625	0.06963879	0.017047	0.05259179	0.017047
7180	-115497	-115502	4.8781	0.06939273	0.01574312	0.05364961	0.01574312
7190	-115497	-115502	4.88639	0.07035623	0.018746	0.05161023	0.018746
7200	-115497	-115502	4.88074	0.07058228	0.01764588	0.0529364	0.01764588
7210	-115497	-115502	4.88404	0.06918914	0.01616278	0.05302636	0.01616278
7220	-115498	-115503	4.8743	0.07192035	0.01997725	0.0519431	0.01997725
7230	-115498	-115503	4.8694	0.06836398	0.01425075	0.05411323	0.01425075
7240	-115498	-115503	4.8734	0.07200838	0.01970272	0.05230566	0.01970272
7250	-115497	-115502	4.88236	0.06889729	0.01568205	0.05321524	0.01568205
7260	-115497	-115502	4.87894	0.06873577	0.01522371	0.05351206	0.01522371
7270	-115497	-115502	4.88952	0.06960445	0.01763474	0.05196971	0.01763474
7280	-115500	-115505	4.88089	0.07079813	0.02108165	0.04971647	0.02108165
7290	-115499	-115504	4.87155	0.07200497	0.01875161	0.05325336	0.01875161
7300	-115497	-115502	4.88956	0.06933362	0.01714726	0.05218636	0.01714726
7310	-115498	-115503	4.88726	0.07029748	0.0197377	0.05055977	0.0197377
7320	-115497	-115502	4.87936	0.07113217	0.01861656	0.05251562	0.01861656
7330	-115498	-115503	4.8681	0.07240533	0.02158131	0.05082402	0.02158131
7340	-115497	-115502	4.88324	0.07053981	0.01814506	0.05239475	0.01814506
7350	-115498	-115502	4.87692	0.07144531	0.01877282	0.05267249	0.01877282
7360	-115498	-115502	4.87981	0.0686121	0.01519302	0.05341908	0.01519302
7370	-115497	-115502	4.88724	0.0699244	0.01775637	0.05216803	0.01775637
7380	-115499	-115504	4.88261	0.06747538	0.01454856	0.05292682	0.01454856
7390	-115498	-115503	4.87839	0.07126968	0.02084922	0.05042046	0.02084922
7400	-115498	-115502	4.87685	0.06948431	0.01571221	0.0537721	0.01571221
7410	-115497	-115502	4.88041	0.07001875	0.0167123	0.05330645	0.0167123
7420	-115498	-115503	4.86919	0.06880146	0.0145377	0.05426376	0.0145377
7430	-115498	-115502	4.87569	0.07175297	0.01979494	0.05195802	0.01979494
7440	-115497	-115502	4.88282	0.07088743	0.0196227	0.05126473	0.0196227
7450	-115497	-115502	4.87794	0.07135795	0.01886565	0.0524923	0.01886565
7460	-115499	-115504	4.88667	0.06775594	0.01508037	0.05267557	0.01508037
7470	-115498	-115503	4.87724	0.06841112	0.01482736	0.05358377	0.01482736
7480	-115498	-115503	4.89184	0.0686196	0.01649808	0.05212152	0.01649808
7490	-115497	-115502	4.88408	0.07038945	0.01800516	0.0523843	0.01800516
7500	-115497	-115502	4.87966	0.06968031	0.01620796	0.05347235	0.01620796
7510	-115497	-115502	4.88036	0.07117729	0.0194038	0.05177349	0.0194038
7520	-115499	-115504	4.86788	0.07223157	0.02201186	0.05021971	0.02201186
7530	-115498	-115503	4.87238	0.06837374	0.01445267	0.05392107	0.01445267
7540	-115498	-115503	4.88327	0.07075471	0.02027621	0.05047851	0.02027621
7550	-115497	-115502	4.88393	0.06865748	0.01560934	0.05304814	0.01560934
7560	-115498	-115503	4.89204	0.06871778	0.01665636	0.05206142	0.01665636
7570	-115498	-115503	4.87202	0.06908291	0.01495237	0.05413055	0.01495237
7580	-115497	-115502	4.88691	0.07032706	0.01893725	0.05138981	0.01893725
7590	-115498	-115502	4.8895	0.06996418	0.01869749	0.0512667	0.01869749
7600	-115498	-115503	4.87306	0.07205858	0.02031635	0.05174223	0.02031635
7610	-115497	-115502	4.88966	0.06925002	0.0170327	0.05221733	0.0170327
7620	-115497	-115502	4.88383	0.0693531	0.0163245	0.05302861	0.0163245
7630	-115497	-115502	4.87868	0.07009298	0.01658139	0.0535116	0.01658139
7640	-115497	-115502	4.8796	0.07124415	0.01922281	0.05202135	0.01922281
7650	-115497	-115502	4.88778	0.06961793	0.01728683	0.0523311	0.01728683
7660	-115497	-115502	4.88342	0.07040654	0.01787684	0.05252971	0.01787684
7670	-115497	-115502	4.87861	0.07052796	0.01717598	0.05335199	0.01717598
7680	-115497	-115502	4.88173	0.07102079	0.01954649	0.0514743	0.01954649
7690	-115498	-115502	4.88011	0.07120295	0.02012588	0.05107707	0.02012588
7700	-115499	-115503	4.87429	0.07080481	0.01694912	0.05385569	0.01694912
7710	-115498	-115503	4.87118	0.06845564	0.01442839	0.05402725	0.01442839
7720	-115497	-115502	4.88594	0.06902618	0.01620588	0.0528203	0.01620588
7730	-115497	-115502	4.88643	0.06878625	0.01600024	0.05278601	0.01600024
7740	-115498	-115503	4.87393	0.07007434	0.01602222	0.05405212	0.01602222
7750	-115497	-115502	4.88883	0.07002365	0.01858664	0.05143701	0.01858664
7760	-115498	-115503	4.87157	0.07223649	0.02021715	0.05201934	0.02021715
7770	-115499	-115504	4.87315	0.07117559	0.01733659	0.053839	0.01733659
7780	-115499	-115504	4.86765	0.07267566	0.02054416	0.0521315	0.02054416
7790	-115497	-115502	4.88233	0.06984549	0.01674469	0.05310081	0.01674469
7800	-115497	-115502	4.87674	0.07162231	0.01965036	0.05197195	0.01965036
7810	-115498	-115503	4.87627	0.0683932	0.01474105	0.05365215	0.01474105
7820	-115498	-115503	4.89307	0.06896716	0.01721829	0.05174887	0.01721829
7830	-115498	-115503	4.89038	0.06812127	0.01576305	0.05235822	0.01576305
7840	-115497	-115502	4.88297	0.06914926	0.01599896	0.0531503	0.01599896
7850	-115497	-115502	4.88855	0.0700579	0.01858353	0.05147437	0.01858353
7860	-115497	-115502	4.87904	0.07013801	0.0166856	0.05345241	0.0166856
7870	-115498	-115503	4.89117	0.06857694	0.01635252	0.05222442	0.01635252
7880	-115497	-115502	4.87788	0.07131931	0.01869894	0.05262037	0.01869894
7890	-115497	-115502	4.88113	0.07016696	0.01702189	0.05314507	0.01702189
7900	-115497	-115502	4.88203	0.0702567	0.017311	0.0529457	0.017311
7910	-115497	-115502	4.88042	0.07014233	0.01688132	0.05326101	0.01688132
7920	-115498	-115502	4.88353	0.07079151	0.01977207	0.05101945	0.01977207
7930	-115497	-115502	4.88382	0.07013307	0.01742686	0.05270621	0.01742686
7940	-115497	-115502	4.88503	0.07042003	0.01837851	0.05204152	0.01837851
7950	-115498	-115502	4.88262	0.06845921	0.01530848	0.05315072	0.01530848
7960	-115498	-115503	4.8737	0.07193979	0.01942555	0.05251425	0.01942555
7970	-115497	-115502	4.88179	0.06930889	0.01603928	0.05326961	0.01603928
7980	-115497	-115502	4.88298	0.07084168	0.01919654	0.05164515	0.01919654
7990	-115497	-115502	4.88097	0.07111507	0.01957171	0.05154337	0.01957171
8000	-115497	-115502	4.88429	0.07052221	0.01843216	0.05209005	0.01843216
8010	-115497	-115502	4.88836	0.06997976	0.01822449	0.05175528	0.01822449
8020	-115499	-115504	4.86058	0.07322923	0.02197891	0.05125032	0.02197891
8030	-115499	-115504	4.86698	0.06949802	0.01490546	0.05459256	0.01490546
8040	-115497	-115502	4.89058	0.06965199	0.01804431	0.05160768	0.01804431
8050	-115498	-115503	4.88172	0.07100052	0.02007274	0.05092778	0.02007274
8060	-115497	-115502	4.87612	0.07170592	0.01994431	0.05176162	0.01994431
8070	-115497	-115502	4.88316	0.06955517	0.01648324	0.05307193	0.01648324
8080	-115498	-115503	4.87675	0.07154357	0.02067531	0.05086825	0.02067531
8090	-115498	-115502	4.87725	0.06898277	0.01529046	0.05369232	0.01529046
8100	-115501	-115506	4.85145	0.07326227	0.02387544	0.04938683	0.02387544
8110	-115498	-115503	4.87154	0.07212188	0.02107502	0.05104686	0.02107502
8120	-115497	-115502	4.88536	0.06860115	0.01569915	0.052902	0.01569915
8130	-115499	-115504	4.89546	0.06910667	0.01828393	0.05082274	0.01828393
8140	-115497	-115502	4.88166	0.07093445	0.01884361	0.05209084	0.01884361
8150	-115499	-115504	4.85915	0.06881607	0.01392691	0.05488915	0.01392691
8160	-115499	-115504	4.88641	0.06765899	0.01498151	0.05267748	0.01498151
8170	-115499	-115504	4.86568	0.07289433	0.02065322	0.0522411	0.02065322
8180	-115501	-115506	4.88615	0.07016633	0.02069811	0.04946822	0.02069811
8190	-115497	-115502	4.8827	0.0688406	0.01566107	0.05317953	0.01566107
8200	-115497	-115502	4.88306	0.07024814	0.01748582	0.05276232	0.01748582
8210	-115498	-115503	4.87339	0.07191194	0.01910658	0.05280535	0.01910658
8220	-115499	-115504	4.86319	0.06833749	0.01386119	0.05447629	0.01386119
8230	-115498	-115503	4.87652	0.07139914	0.01849328	0.05290586	0.01849328
8240	-115498	-115503	4.88369	0.07074254	0.02004127	0.05070127	0.02004127
8250	-115499	-115504	4.863	0.06773372	0.01350084	0.05423288	0.01350084
8260	-115498	-115503	4.87656	0.07051326	0.01685498	0.05365827	0.01685498
8270	-115497	-115502	4.88237	0.07086592	0.01890458	0.05196134	0.01890458
8280	-115499	-115503	4.86621	0.0727114	0.02139237	0.05131903	0.02139237
8290	-115497	-115502	4.87932	0.06947847	0.01595264	0.05352583	0.01595264
8300	-115497	-115502	4.88914	0.068808	0.01635692	0.05245109	0.01635692
8310	-115497	-115502	4.88509	0.07021368	0.01786001	0.05235368	0.01786001
8320	-115499	-115504	4.87207	0.07207544	0.01920812	0.05286732	0.01920812
8330	-115497	-115502	4.88449	0.07060171	0.01883018	0.05177153	0.01883018
8340	-115498	-115502	4.8763	0.06937434	0.01555698	0.05381736	0.01555698
8350	-115499	-115504	4.86336	0.06726945	0.01327067	0.05399878	0.01327067
8360	-115500	-115505	4.87833	0.07109443	0.02126599	0.04982843	0.02126599
8370	-115497	-115502	4.89067	0.06882523	0.01659209	0.05223314	0.01659209
8380	-115498	-115503	4.87845	0.07130682	0.0207039	0.05060292	0.0207039
8390	-115497	-115502	4.87967	0.0710619	0.01850115	0.05256074	0.01850115
8400	-115498	-115503	4.87734	0.0682279	0.01469779	0.05353012	0.01469779
8410	-115500	-115505	4.89665	0.06895272	0.01831043	0.05064229	0.01831043
8420	-115497	-115502	4.88513	0.06961291	0.01683194	0.05278097	0.01683194
8430	-115497	-115502	4.8851	0.06903143	0.01611165	0.05291978	0.01611165
8440	-115499	-115504	4.87091	0.07002042	0.01567755	0.05434287	0.01567755
8450	-115499	-115504	4.88097	0.06744802	0.01441237	0.05303565	0.01441237
8460	-115497	-115502	4.87994	0.07025791	0.01697577	0.05328213	0.01697577
8470	-115497	-115502	4.8841	0.07066196	0.01890415	0.05175781	0.01890415
8480	-115498	-115502	4.87557	0.07176114	0.01969923	0.0520619	0.01969923
8490	-115498	-115503	4.89255	0.0694114	0.01804725	0.05136416	0.01804725
8500	-115497	-115502	4.88298	0.06956357	0.01646999	0.05309358	0.01646999
8510	-115497	-115502	4.88066	0.06891406	0.01553371	0.05338035	0.01553371
8520	-115498	-115503	4.87271	0.07199734	0.01916279	0.05283455	0.01916279
8530	-115498	-115503	4.88443	0.07065794	0.01993449	0.05072345	0.01993449
8540	-115497	-115502	4.88332	0.07067813	0.01858466	0.05209347	0.01858466
8550	-115499	-115504	4.89544	0.06793059	0.01617563	0.05175496	0.01617563
8560	-115498	-115503	4.88704	0.06845302	0.01572906	0.05272396	0.01572906
8570	-115497	-115502	4.88429	0.06983617	0.01702567	0.0528105	0.01702567
8580	-115497	-115502	4.88671	0.06908672	0.01637168	0.05271503	0.01637168
8590	-115498	-115502	4.87565	0.07173268	0.02041269	0.05131999	0.02041269
8600	-115497	-115502	4.88157	0.07052944	0.01771559	0.05281386	0.01771559
8610	-115498	-115503	4.87977	0.07120247	0.02040462	0.05079785	0.02040462
8620	-115497	-115502	4.8849	0.07061903	0.01935363	0.0512654	0.01935363
8630	-115497	-115502	4.88426	0.07036848	0.0180016	0.05236687	0.0180016
8640	-115497	-115502	4.88213	0.06994145	0.01684839	0.05309306	0.01684839
8650	-115497	-115502	4.89116	0.06917034	0.01718094	0.0519894	0.01718094
8660	-115498	-115503	4.867	0.07263047	0.02132369	0.05130678	0.02132369
8670	-115498	-115502	4.87501	0.07183701	0.02007096	0.05176605	0.02007096
8680	-115497	-115502	4.88175	0.06991266	0.01675384	0.05315882	0.01675384
8690	-115497	-115502	4.87999	0.07089128	0.01813404	0.05275724	0.01813404
8700	-115497	-115502	4.88244	0.07093311	0.01975872	0.0511744	0.01975872
8710	-115498	-115502	4.87707	0.06935836	0.01561279	0.05374557	0.01561279
8720	-115498	-115503	4.87337	0.0697507	0.01564274	0.05410796	0.01564274
8730	-115498	-115503	4.87494	0.07092562	0.01722044	0.05370518	0.01722044
8740	-115502	-115507	4.86003	0.06593146	0.01249357	0.0534379	0.01249357
8750	-115498	-115503	4.89345	0.0693654	0.01827197	0.05109343	0.01827197
8760	-115497	-115502	4.87894	0.06925878	0.01569502	0.05356376	0.01569502
8770	-115498	-115503	4.87615	0.07162861	0.02064902	0.05097959	0.02064902
8780	-115498	-115503	4.86964	0.06927087	0.0149223	0.05434857	0.0149223
8790	-115498	-115502	4.87565	0.07174341	0.01959984	0.05214357	0.01959984
8800	-115497	-115502	4.88559	0.07005872	0.01764983	0.05240889	0.01764983
8810	-115497	-115502	4.87975	0.06981237	0.01637027	0.05344209	0.01637027
8820	-115497	-115502	4.88116	0.07044471	0.01747471	0.05297	0.01747471
8830	-115497	-115502	4.88191	0.07078626	0.01841502	0.05237124	0.01841502
8840	-115498	-115503	4.86925	0.06813754	0.01409434	0.0540432	0.01409434
8850	-115497	-115502	4.88137	0.07080536	0.01829769	0.05250767	0.01829769
8860	-115499	-115504	4.8578	0.06871043	0.01378737	0.05492305	0.01378737
8870	-115498	-115503	4.87811	0.07136578	0.02065925	0.05070652	0.02065925
8880	-115500	-115505	4.86399	0.07245383	0.02255714	0.04989669	0.02255714
8890	-115497	-115502	4.88625	0.06950225	0.01684596	0.05265629	0.01684596
8900	-115497	-115502	4.87839	0.06953953	0.01592006	0.05361947	0.01592006
8910	-115498	-115503	4.87303	0.06928976	0.01520029	0.05408947	0.01520029
8920	-115497	-115502	4.88	0.07029234	0.01703548	0.05325686	0.01703548
8930	-115498	-115503	4.88526	0.06813829	0.01527085	0.05286743	0.01527085
8940	-115497	-115502	4.88429	0.07037916	0.01803433	0.05234483	0.01803433
8950	-115497	-115502	4.87994	0.07109257	0.01869962	0.05239295	0.01869962
8960	-115500	-115505	4.87065	0.07105168	0.01680609	0.05424559	0.01680609
8970	-115500	-115504	4.86173	0.06927577	0.01438444	0.05489133	0.01438444
8980	-115499	-115504	4.86048	0.0675305	0.01326313	0.05426737	0.01326313
8990	-115498	-115503	4.87297	0.07207597	0.02007868	0.05199729	0.02007868
9000	-115498	-115502	4.88905	0.06861996	0.0161294	0.05249056	0.0161294
9010	-115498	-115502	4.87634	0.06893732	0.01517511	0.05376221	0.01517511
9020	-115497	-115502	4.8886	0.06932197	0.01696101	0.05236095	0.01696101
9030	-115498	-115503	4.87671	0.06984205	0.01606306	0.05377899	0.01606306
9040	-115497	-115502	4.88232	0.06927138	0.0160575	0.05321388	0.0160575
9050	-115497	-115502	4.87739	0.07148924	0.01918531	0.05230393	0.01918531
9060	-115498	-115503	4.877	0.07090357	0.01752528	0.05337829	0.01752528
9070	-115498	-115503	4.87445	0.06968649	0.01568159	0.0540049	0.01568159
9080	-115497	-115502	4.88857	0.06949227	0.01722509	0.05226717	0.01722509
9090	-115497	-115502	4.88406	0.06921644	0.01619505	0.05302138	0.01619505
9100	-115499	-115503	4.8937	0.06824248	0.01629944	0.05194303	0.01629944
9110	-115497	-115502	4.88398	0.07015997	0.01750499	0.05265498	0.01750499
9120	-115497	-115502	4.89042	0.06972369	0.01819941	0.05152427	0.01819941
9130	-115497	-115502	4.87892	0.07135908	0.02006723	0.05129184	0.02006723
9140	-115497	-115502	4.8842	0.07066664	0.01899787	0.05166877	0.01899787
9150	-115501	-115506	4.86253	0.07322819	0.02017106	0.05305713	0.02017106
9160	-115497	-115502	4.88349	0.07079851	0.01942798	0.05137053	0.01942798
9170	-115497	-115502	4.88318	0.0693367	0.01622764	0.05310906	0.01622764
9180	-115497	-115502	4.89007	0.06930101	0.0171903	0.05211071	0.0171903
9190	-115498	-115503	4.87448	0.06856353	0.01473628	0.05382725	0.01473628
9200	-115497	-115502	4.88336	0.07080734	0.01930904	0.0514983	0.01930904
9210	-115497	-115502	4.88088	0.06997459	0.0167167	0.05325789	0.0167167
9220	-115497	-115502	4.88437	0.07021051	0.01768379	0.05252672	0.01768379
9230	-115497	-115502	4.88054	0.07114914	0.01933497	0.05181418	0.01933497
9240	-115499	-115503	4.86666	0.06895005	0.01447393	0.05447612	0.01447393
9250	-115497	-115502	4.88354	0.07079528	0.01949034	0.05130494	0.01949034
9260	-115497	-115502	4.8827	0.07090277	0.01962198	0.05128079	0.01962198
9270	-115497	-115502	4.88532	0.07037312	0.01833612	0.052037	0.01833612
9280	-115499	-115503	4.86567	0.0686794	0.01422556	0.05445384	0.01422556
9290	-115497	-115502	4.88656	0.06958698	0.01702095	0.05256603	0.01702095
9300	-115497	-115502	4.88485	0.07027383	0.0179348	0.05233903	0.0179348
9310	-115497	-115502	4.88548	0.06950664	0.01673746	0.05276918	0.01673746
9320	-115497	-115502	4.88379	0.07029137	0.01771885	0.05257252	0.01771885
9330	-115497	-115502	4.88006	0.07122999	0.0197345	0.05149549	0.0197345
9340	-115497	-115502	4.88576	0.06953716	0.01682093	0.05271623	0.01682093
9350	-115498	-115503	4.87891	0.07130951	0.02043826	0.05087125	0.02043826
9360	-115497	-115502	4.88386	0.07009166	0.01736115	0.05273051	0.01736115
9370	-115497	-115502	4.88535	0.07055006	0.01918458	0.05136548	0.01918458
9380	-115499	-115504	4.86898	0.06735065	0.01360962	0.05374103	0.01360962
9390	-115497	-115502	4.8848	0.07034549	0.01809379	0.0522517	0.01809379
9400	-115497	-115502	4.8849	0.07014555	0.01767188	0.05247367	0.01767188
9410	-115498	-115503	4.87084	0.0680005	0.01410496	0.05389554	0.01410496
9420	-115497	-115502	4.88729	0.06873423	0.01604394	0.0526903	0.01604394
9430	-115498	-115502	4.87612	0.07167244	0.02042228	0.05125016	0.02042228
9440	-115500	-115505	4.88137	0.06704448	0.01417798	0.0528665	0.01417798
9450	-115497	-115502	4.87933	0.07128297	0.01927569	0.05200729	0.01927569
9460	-115497	-115502	4.88794	0.06927581	0.01678882	0.05248699	0.01678882
9470	-115499	-115504	4.89131	0.0697735	0.01919786	0.05057564	0.01919786
9480	-115498	-115502	4.87522	0.07179847	0.01966112	0.05213735	0.01966112
9490	-115497	-115502	4.88761	0.06863569	0.01597655	0.05265913	0.01597655
9500	-115497	-115502	4.88652	0.07040655	0.01923205	0.0511745	0.01923205
9510	-115497	-115502	4.87754	0.06935652	0.01565474	0.05370178	0.01565474
9520	-115497	-115502	4.88254	0.07067417	0.01829578	0.05237839	0.01829578
9530	-115497	-115502	4.88713	0.06913944	0.01649169	0.05264775	0.01649169
9540	-115497	-115502	4.88791	0.06925329	0.0167521	0.05250119	0.0167521
9550	-115498	-115502	4.87556	0.07177041	0.02009175	0.05167866	0.02009175
9560	-115498	-115502	4.88512	0.07059513	0.01952513	0.05107	0.01952513
9570	-115497	-115502	4.88144	0.0694325	0.01613366	0.05329884	0.01613366
9580	-115499	-115504	4.86001	0.07307292	0.02248492	0.050588	0.02248492
9590	-115497	-115502	4.88618	0.07011976	0.01792587	0.05219389	0.01792587
9600	-115499	-115504	4.86285	0.06868826	0.01406066	0.0546276	0.01406066
9610	-115497	-115502	4.87673	0.07161928	0.01959711	0.05202217	0.01959711
9620	-115498	-115503	4.89222	0.06895075	0.01702545	0.0519253	0.01702545
9630	-115499	-115503	4.87274	0.0719395	0.01894716	0.05299234	0.01894716
9640	-115497	-115502	4.87742	0.0713881	0.01876422	0.05262388	0.01876422
9650	-115497	-115502	4.88657	0.07016973	0.01816548	0.05200424	0.01816548
9660	-115497	-115502	4.88147	0.07055811	0.01775155	0.05280656	0.01775155
9670	-115497	-115502	4.88384	0.07043917	0.01805959	0.05237957	0.01805959
9680	-115497	-115502	4.88872	0.06959056	0.01742724	0.05216333	0.01742724
9690	-115497	-115502	4.88002	0.07123099	0.01958902	0.05164197	0.01958902
9700	-115500	-115505	4.87255	0.07160409	0.0218938	0.04971029	0.0218938
9710	-115497	-115502	4.88067	0.07031685	0.01717784	0.05313901	0.01717784
9720	-115497	-115502	4.88299	0.07014105	0.01728821	0.05285283	0.01728821
9730	-115498	-115503	4.87397	0.0718529	0.02089688	0.05095603	0.02089688
9740	-115498	-115503	4.87975	0.07116059	0.02059157	0.05056902	0.02059157
9750	-115497	-115502	4.8845	0.07065718	0.01920432	0.05145287	0.01920432
9760	-115498	-115502	4.88951	0.06865691	0.01622703	0.05242988	0.01622703
9770	-115497	-115502	4.88153	0.07064311	0.01794451	0.05269861	0.01794451
